id,primaryName,birth_date,death_year
4042,Arnoldo Foà,06/04/1916,18/05/2014 0:00
4043,Philip Fracassi,14/11/1971,NULL
4044,Fernando Fragata,20/04/1976,NULL
4045,Graciela Fraguglia,15/09/1980,NULL
4046,Tracy Fraim,02/06/1983,NULL
4047,Christopher Frainza,11/01/1983,NULL
4048,Kevin Scott Frakes,27/01/1978,NULL
4049,Randall Frakes,25/10/1982,NULL
4050,David 'Shark' Fralick,06/11/1962,NULL
4051,Lisa France,13/08/1976,NULL
4052,Guillermo Francella,10/09/1955,NULL
4053,Giogiò Franchini,18/04/1959,NULL
4054,Andrew Francis,08/09/1985,NULL
4055,Colin Francis,06/04/1968,NULL
4056,David J. Francis,10/04/1970,NULL
4057,Dean Francis,04/07/1976,NULL
4058,Ryan Francis,14/12/1977,NULL
4059,Ivan Franek,14/09/1965,NULL
4060,Sander Francken,28/09/1952,NULL
4061,James Franco,03/06/1978,NULL
4062,Hans Franek,21/08/1961,NULL
4063,Peter C. Frank,13/05/1977,NULL
4064,Ramon Frank,12/04/1975,NULL
4065,Jürgen Milski,10/01/1963,NULL
4066,Peter Franke,11/09/1941,NULL
4067,Steve Franke,11/12/1979,NULL
4068,Daniel Franzese,08/11/1978,NULL
4069,Michael Franzese,25/07/1951,NULL
4070,Peter Franzén,14/02/1971,NULL
4071,Jill Frappier,13/10/1944,NULL
4072,Roger Frappier,22/02/1945,NULL
4073,Laura Fraser,14/06/1975,NULL
4074,Mike Fraser,14/01/1979,NULL
4075,Roger A. Fratter,06/05/1968,NULL
4076,Rachel Winter,24/12/1975,NULL
4077,Kevin R. Frech,22/09/1981,NULL
4078,Jose Frechette,17/11/1954,08/01/2013 0:00
4079,Vaune Kirby Frechette,03/06/1982,NULL
4080,Jason Frederick,14/09/1970,NULL
4081,Brent Keast,16/01/1987,NULL
4082,Ben Freeman,14/03/1980,NULL
4083,Douglas Freeman,24/10/1973,NULL
4084,Morgan J. Freeman,27/06/1969,NULL
4085,Paul Freeman,20/01/1980,NULL
4086,Yvette Freeman,10/11/1957,NULL
4087,Jochen Nickel,09/09/1959,NULL
4088,Curtis Freilich,19/09/1977,NULL
4089,Craig Freimond,09/12/1979,NULL
4090,Hugh Freytag,22/02/1981,NULL
4091,Arthur French,24/07/1931,24/12/2021 0:00
4092,Elodie Frenck,17/04/1975,NULL
4093,Lynn Elliot,11/03/1981,NULL
4094,Giorgos Frentzos,27/05/1978,NULL
4095,Gerhard Fresacher,12/03/1976,NULL
4096,Philippe Fretun,26/10/1988,NULL
4097,Horst Freund,05/08/1955,NULL
4098,Mandy Freund,12/11/1976,NULL
4099,Ute Freund,20/11/1970,NULL
4100,Terry Frewer,02/08/1976,NULL
4101,John Frey,13/03/1958,12/04/2021 0:00
4102,Susanne Freyer,07/09/1964,NULL
4103,Sandro Frezza,03/04/1974,NULL
4104,Viktor Friberg,24/12/1950,NULL
4105,Robert N. Fried,01/07/1984,NULL
4106,Jason Friedberg,01/10/1970,NULL
4107,Neva Friedenn,10/06/1979,NULL
4108,Sari Friedland,16/04/1980,NULL
4109,Judah Friedlander,15/06/1969,NULL
4110,Gabriel Friedman,10/01/1974,NULL
4111,Tal Friedman,17/06/1963,NULL
4112,Vladimir Friedman,28/09/1959,NULL
4113,Antonio Friello,04/11/1980,NULL
4114,Colin Friels,14/04/1952,NULL
4115,Arno Frisch,20/04/1975,NULL
4116,Daniel Frisch,28/10/1980,NULL
4117,Max Frisch,22/08/1911,18/10/1991 0:00
4118,Sergio Friscia,26/03/1971,NULL
4119,Michael Frislev,21/03/1974,NULL
4120,Fred Frith,02/12/1949,NULL
4121,Hans Fromm,06/11/1961,NULL
4122,Rémon Fromont,24/08/1986,NULL
4123,Markéta Dergelová,03/05/1987,NULL
4124,Cora Frost,19/01/1963,NULL
4125,Nick Frost,03/12/1972,NULL
4126,Simone Frost,28/06/1958,27/03/2009 0:00
4127,Stephen Frost,15/03/1955,NULL
4128,Mariella Frostrup,20/03/1962,NULL
4129,Catherine Frot,15/01/1956,NULL
4130,Jan Frycz,14/09/1954,NULL
4131,Pamela Fryman,09/12/1959,NULL
4132,Thierry Frémont,01/12/1962,NULL
4133,Gisele Fróes,16/01/1964,NULL
4134,Eytan Fox,21/06/1964,NULL
4135,Maria Fuchs,15/02/1975,NULL
4136,Earl Fudger,04/03/1975,NULL
4137,Chris Fudurich,21/09/1971,NULL
4138,Carlos Fuentes,14/10/1976,NULL
4139,Patrick Fugit,03/10/1982,NULL
4140,Tetsu Fujimura,27/09/1980,NULL
4141,Kazue Fukiishi,14/03/1982,NULL
4142,Fabio Fulco,11/11/1970,NULL
4143,Antoine Fuqua,17/01/1965,NULL
4144,George Furla,09/01/1960,NULL
4145,Jim Furlong,21/02/1981,NULL
4146,Deborra-Lee Furness,17/04/1955,NULL
4147,Adrian Furrer,10/07/1975,NULL
4148,Nathan Furst,16/08/1978,NULL
4149,Traute Furthner,27/02/1981,NULL
4150,Eri Fuse,18/02/1962,NULL
4151,Agnès Fustier-Dahan,11/01/1979,NULL
4152,Aleksey Fyodorov,27/03/1966,NULL
4153,Julien Féret,07/04/1977,NULL
4154,René Féret,08/12/1945,12/05/2015 0:00
4155,Laurence Février,02/02/1976,NULL
4156,Richard Gabai,17/09/1981,NULL
4157,Tania Garbarski,27/04/1992,NULL
4158,Dagmar Gabler,26/06/1966,NULL
4159,Deboragh Gabler,12/02/1977,NULL
4160,Revaz Gabriadze,05/09/1936,25/07/2021 0:00
4161,Igor Gabriel,26/09/1983,NULL
4162,Juan Gabriel,02/09/1950,02/10/2016 0:00
4163,Marília Gabriela,06/04/1948,NULL
4164,Stefano Gabrini,06/04/1983,NULL
4165,Andersen Gabrych,06/06/1973,NULL
4166,Sarah Gadon,23/05/1987,NULL
4167,Eckart Gadow,28/06/1966,NULL
4168,Jim Gaffigan,08/06/1966,NULL
4169,Kevin Gage,02/08/1959,NULL
4170,Jean-Luc Gaget,25/05/1984,NULL
4171,Michael Gaglio,22/04/1986,NULL
4172,Samuel Gagnon,05/03/1983,NULL
4173,Pascal Gaigne,21/12/1958,NULL
4174,Max Gail,20/09/1943,NULL
4175,David Gail,03/01/1965,27/07/2024 0:00
4176,Boyd Gaines,21/07/1953,NULL
4177,Courtney Gains,03/08/1983,NULL
4178,Gerald Gaiser,08/08/1931,17/02/2003 0:00
4179,Michel Galabru,08/02/1922,14/12/2016 0:00
4180,Federico Galante,13/09/1989,NULL
4181,Danilo Galasse,03/01/1974,NULL
4182,Ed Gale,07/11/1963,NULL
4183,Ricardo Jacques Gale,24/12/1955,NULL
4184,Richard Gale,07/10/1974,NULL
4185,John Gallagher Jr.,14/10/1984,NULL
4186,David Gallagher,12/09/1985,NULL
4187,Megan Gallagher,06/02/1960,NULL
4188,Juan Pablo Galli,13/10/1971,NULL
4189,Billy Gallo,07/10/1966,NULL
4190,Christopher Gallo,08/01/1974,NULL
4191,Fred Gallo,12/12/1965,NULL
4192,George Gallo,22/02/1956,NULL
4193,Roland Gallois,22/07/1983,NULL
4194,Robert David Galloway,05/12/1981,NULL
4195,Ron Galloway,11/01/1975,NULL
4196,Nigel Galt,26/12/1953,NULL
4197,Les Galusha,27/09/1975,NULL
4198,Alejandro Galán,28/10/1985,NULL
4199,Roberto Gambacorta,07/01/1973,NULL
4200,Julian Gamble,18/08/1975,NULL
4201,Jacques Gamblin,11/09/1957,NULL
4202,Alejandro Gamboa,10/09/1954,NULL
4203,Juan Pablo Gamboa,26/05/1966,NULL
4204,Damon Gameau,05/11/1976,NULL
4205,Mercedes Gamero,11/12/1978,NULL
4206,Randy Gamier,06/06/1974,NULL
4207,Moa Gammel,07/04/1980,NULL
4208,Christoph Gampl,27/08/1969,NULL
4209,Ronald Gan Ledesma,19/04/1982,NULL
4210,Nitin Ganatra,04/11/1968,NULL
4211,Peter Carl Ganderup,23/02/1986,NULL
4212,Valentin Ganev,13/08/1956,NULL
4213,James Gang,20/10/1984,NULL
4214,Maria Gangale,28/07/1976,NULL
4215,Raffaele Gangale,23/10/1983,NULL
4216,Sidney Ganis,16/11/1940,NULL
4217,Bobs Gannaway,21/06/1965,NULL
4218,Leif Gantvoort,10/08/1972,NULL
4219,Mark Gantt,01/07/1981,NULL
4220,Rick Ganz,28/01/1974,NULL
4221,Dezsö Garas,25/09/1933,19/05/2011 0:00
4222,Sam Garbarski,28/10/1948,NULL
4223,Nara Garber,15/09/1970,NULL
4224,Federico García Lorca,08/09/1900,22/03/1968 0:00
4225,Adam Garcia,25/09/1973,NULL
4226,Aimee Garcia,01/09/1980,NULL
4227,Nyle Cavazos Garcia,08/08/1975,NULL
4228,José Garcia,07/10/1966,NULL
4229,Paulo Vespúcio,21/07/1979,NULL
4230,Roger Garcia,18/11/1976,NULL
4231,José Luis García Agraz,14/08/1952,NULL
4232,Gael García Bernal,13/02/1978,NULL
4233,Francis García Carrasco,16/05/1985,NULL
4234,Sigfrido García,18/08/1981,NULL
4235,Eleazar Garcia Jr.,26/04/1957,05/08/2011 0:00
4236,Dago García,14/03/1970,NULL
4237,Esther García,12/08/1956,NULL
4238,René García,10/03/1966,NULL
4239,Saturnino García,16/06/1935,NULL
4240,Jan Broberg,24/10/1962,NULL
4241,Katya Gardner,15/12/1976,NULL
4242,Nick Gardner,04/09/1982,NULL
4243,Pete Gardner,06/11/1964,NULL
4244,Shannon Gardner,12/04/1983,NULL
4245,Giuseppe Gargiulo,10/05/1973,NULL
4246,Oleg Garkusha,08/09/1961,NULL
4247,Alex Garland,02/03/1970,NULL
4248,Jeff Garlin,16/07/1962,NULL
4249,Lukasz Garlicki,25/07/1977,NULL
4250,Lee Garlington,21/12/1953,NULL
4251,Sergey Garmash,05/12/1958,NULL
4252,Kelli Garner,05/03/1984,NULL
4253,Shauna Garr,14/03/1975,NULL
4254,Vincenzo Garramone,05/10/1986,NULL
4255,Mark Garrett,13/10/1965,NULL
4256,Spencer Garrett,27/05/1978,NULL
4257,Jim Garrison,09/12/1981,NULL
4258,Sean Garrity,02/07/1978,NULL
4259,David Lee Garver,08/04/1978,NULL
4260,Amanda Garwood,11/05/1984,NULL
4261,Sebastián Garza,22/05/1977,NULL
4262,Arina Gasanova,01/09/1976,NULL
4263,Andrew Gaspar,09/11/1978,NULL
4264,Paolo Gasparini,07/03/1982,NULL
4265,Jon-Paul Gates,14/09/1971,NULL
4266,David Gati,28/12/1986,NULL
4267,Luis Gatica,18/02/1961,NULL
4268,Mark Gatiss,22/02/1966,NULL
4269,Tony Gatlif,24/11/1948,NULL
4270,Lucio Gaudino,24/08/1980,NULL
4271,Stephane Gauger,16/04/1969,13/03/2018 0:00
4272,Christoph Gaugler,14/08/1958,NULL
4273,Peter Gaulke,17/02/1983,NULL
4274,Alberte Gautot,17/04/1983,NULL
4275,Tatiana Gaviola,14/08/1980,NULL
4276,Lilach Gavish,15/12/1971,NULL
4277,Uri Gavriel,10/10/1955,NULL
4278,Cesc Gay,11/12/1967,NULL
4279,James Gay-Rees,07/02/1984,NULL
4280,Richard Gayler,11/08/1979,NULL
4281,Joe Gayton,12/12/1973,12/09/2023 0:00
4282,Tony Gayton,04/09/1959,NULL
4283,Armand Gazarian,28/09/1984,NULL
4284,Raul Gazolla,14/01/1955,NULL
4285,You Ge,22/08/1957,NULL
4286,Silviu Geamanu,10/03/1980,NULL
4287,Melissa Gearhart,16/07/1986,NULL
4288,Mark Geary,15/09/1984,NULL
4289,Matthew Géczy,13/01/1964,NULL
4290,David Geddes,17/01/1949,NULL
4291,Marco van Geffen,09/04/1982,NULL
4292,Marina Gefter,20/02/1976,NULL
4293,Frank Geiger,13/12/1975,NULL
4294,Luke Geissbuhler,28/08/1987,NULL
4295,Harry Geithner,24/08/1967,NULL
4296,Ivan Gekoff,06/12/1948,NULL
4297,Arnie Gelbart,16/06/1977,NULL
4298,Aleksandr Gelman,13/10/1933,NULL
4299,Alessio Gelsini Torresi,15/05/1951,NULL
4300,Jeff Gendelman,27/04/1983,NULL
4301,Alain Gendreau,23/11/1972,NULL
4302,Pierre Gendron,02/05/1952,NULL
4303,Francesc Gener,01/10/1984,NULL
4304,Darren Genet,08/05/1985,NULL
4305,Jean Genet,19/09/1910,28/05/1986 0:00
4306,Pascal Gennesseaux,02/03/1979,NULL
4307,Giovanna Genoese,19/01/1980,NULL
4308,Dino Gentili,10/09/1975,NULL
4309,Jim Geoghan,17/06/1986,NULL
4310,Ted Geoghegan,11/07/1979,NULL
4311,Betsy Lynn George,19/05/1971,NULL
4312,Britt George,04/10/1991,NULL
4313,Melissa George,23/11/1976,NULL
4314,Pablo Giorgelli,24/11/1967,NULL
4315,Geraldine Geraghty,07/07/1985,NULL
4316,Gary Gerani,01/10/1974,NULL
4317,Peter Gerety,14/10/1940,NULL
4318,Nicole Gerhards,26/10/1980,NULL
4319,Alex Geringas,05/08/1971,NULL
4320,Brigitte Germain,20/12/1988,NULL
4321,Paul Germain,25/09/1959,NULL
4322,Greg Germann,01/03/1958,NULL
4323,Paul Germann,28/08/1984,NULL
4324,Félix Germán,27/08/1957,NULL
4325,Jaime Gerner,17/03/1978,NULL
4326,Dita Guery,16/02/1982,NULL
4327,Gerry Gershman,20/03/1980,NULL
4328,Roberto Gervitz,11/03/1957,NULL
4329,Frans van Gestel,26/08/1986,NULL
4330,Pálmi Gestsson,20/10/1957,NULL
4331,Károly Gesztesi,08/06/1963,01/04/2020 0:00
4332,Julieann Getman,16/10/1975,NULL
4333,Danail Getz,23/06/1981,NULL
4334,Ben Geurens,10/06/1979,NULL
4335,Gevork Gevorkyan,16/02/1948,NULL
4336,Müjdat Gezen,15/02/1943,NULL
4337,Ebrahim Ghafori,20/02/1983,NULL
4338,Mohsen Ghazi Moradi,14/10/1978,20/01/2021 0:00
4339,Luminita Gheorghiu,20/02/1949,21/12/2021 0:00
4340,Giuseppe Giacosa,08/09/1900,22/03/1968 0:00
4341,Marco Giallini,08/08/1963,NULL
4342,Reynaldo Gianecchini,12/07/1972,NULL
4343,Claudio Giangreco,14/03/1986,NULL
4344,Dominic Giannetti,18/06/1980,NULL
4345,Adriano Giannini,27/04/1971,NULL
4346,Giancarlo Giannini,26/07/1942,NULL
4347,Grace Gianoukas,09/06/1963,NULL
4348,Eliane Giardini,17/03/1953,NULL
4349,Jack Giarraputo,04/12/1987,NULL
4350,Susana Gibb,10/11/1977,NULL
4351,Gregg Gibbs,17/02/1982,NULL
4352,Rebecca Gibney,21/09/1964,NULL
4353,Douglass Gibran,23/10/1978,NULL
4354,Eric Gibson,09/10/1982,NULL
4355,Mark Gibson,07/03/1979,NULL
4356,William Gibson,14/08/1914,12/02/2008 0:00
4357,Todd Giebenhain,12/06/1976,NULL
4358,Dr. Seuss,12/02/1904,24/08/1991 0:00
4359,Kathie Lee Gifford,16/03/1953,NULL
4360,Fabrizio Gifuni,18/07/1966,NULL
4361,Donna Gigliotti,21/08/1955,NULL
4362,Izo Gigoshvili,24/04/1980,NULL
4363,Elaiza Gil,26/08/1980,NULL
4364,Guillermo Gil,21/04/1943,07/08/2008 0:00
4365,Margarida Gil,07/02/1950,NULL
4366,Mark Gil,14/12/1961,05/01/2014 0:00
4367,Jack Gilardi Jr.,28/12/1979,NULL
4368,Aaron L. Gilbert,22/04/1977,NULL
4369,Brian Gilbert,23/09/1949,NULL
4370,John Gilbert,20/11/1945,26/04/2021 0:00
4371,Alexandra Gilbreath,14/11/1969,NULL
4372,Kevin Gildea,17/09/1986,NULL
4373,David Giler,16/12/1943,04/12/2020 0:00
4374,Charles Gillibert,10/08/1977,NULL
4375,Thea Gill,01/09/1970,NULL
4376,Benjamin Gilani,23/10/1946,NULL
4377,Stuart Gillard,24/01/1950,NULL
4378,Anita Gillette,21/06/1936,NULL
4379,Burton Gilliam,14/07/1938,NULL
4380,Patrick Gillies,04/12/1969,NULL
4381,Kim Gillingham,18/10/1979,NULL
4382,John Gilroy,05/05/1959,NULL
4383,Aleksandr Gilyarevskiy,09/03/1968,NULL
4384,Ingar Helge Gimle,09/11/1956,NULL
4385,Daniel Giménez Cacho,03/01/1961,NULL
4386,Xavi Giménez,08/02/1970,NULL
4387,Francis Ginibre,08/09/1981,NULL
4388,Antony I. Ginnane,12/09/1949,NULL
4389,Vahina Giocante,10/08/1981,NULL
4390,Ugo Giorgetti,27/07/1942,NULL
4391,Pablo Giovine,23/04/1987,NULL
4392,Patrick Giraudi,21/01/1961,NULL
4393,Tomris Giritlioglu,07/01/1955,NULL
4394,Remo Girone,26/11/1948,NULL
4395,Marcel Giroux,28/09/1984,NULL
4396,Michel Giroux,08/10/1978,NULL
4397,Amos Gitai,22/01/1950,NULL
4398,Héctor Gióvine,27/04/1973,NULL
4399,Finn Gjerdrum,11/12/1961,NULL
4400,Gregory Hlady,27/07/1954,NULL
4401,Gennadiy Gladkov,10/10/1935,25/06/2023 0:00
4402,Jeramie Gladman,20/06/1973,NULL
4403,Richard N. Gladstein,17/10/1961,NULL
4404,Therese Glahn,09/08/1970,NULL
4405,Richard Glatzer,28/04/1952,06/02/2015 0:00
4406,Danor Glazer,02/11/1977,NULL
4407,Jack Gleeson,02/09/1992,NULL
4408,Iain Glen,25/12/1961,NULL
4409,Kenneth Glenaan,05/11/1961,NULL
4410,Diana Glenn,20/09/1977,NULL
4411,Garrard Glenn,17/02/1971,NULL
4412,Vincent Glenn,19/06/1986,NULL
4413,Liat Glick,23/06/1972,NULL
4414,Doval'e Glickman,24/04/1949,NULL
4415,Bartek Gliniak,18/02/1983,NULL
4416,Kurt Glockzin,22/01/1953,NULL
4417,Wlodzimierz Glodek,14/03/1954,04/10/2018 0:00
4418,Vanessa Glodjo,17/04/1974,NULL
4419,Nebojsa Glogovac,27/08/1969,20/01/2018 0:00
4420,Liz Glotzer,14/12/1979,NULL
4421,Cellin Gluck,08/12/1977,NULL
4422,Will Gluck,28/07/1978,NULL
4423,Viktor Glukhov,27/12/1953,16/06/2020 0:00
4424,Mikhail Gluzskiy,01/01/1918,20/08/2001 0:00
4425,Dominic Glynn,16/08/1960,NULL
4426,Luis Gnecco,27/01/1962,NULL
4427,Agnès Godard,10/04/1951,NULL
4428,John Godber,23/07/1956,NULL
4429,Daniel Goddard,21/10/1978,NULL
4430,Patrick Godeau,14/05/1976,NULL
4431,Philippe Godeau,10/09/1976,NULL
4432,Sebastian Goder,08/05/1964,NULL
4433,Bogumil Godfrejów,14/09/1976,NULL
4434,Wyck Godfrey,03/05/1985,NULL
4435,Walton Goggins,07/09/1971,NULL
4436,Alejandro Goic,23/08/1957,NULL
4437,Gabriel Goity,15/08/1959,NULL
4438,Ari Gold,12/07/1970,NULL
4439,Ethan Gold,26/04/1968,NULL
4440,Jeremy Gold,18/10/1974,NULL
4441,Alex Goldberg,08/07/1977,NULL
4442,Daniel Goldberg,01/07/1949,13/02/2023 0:00
4443,Paula Goldberg,03/12/1973,NULL
4444,Sylvain Goldberg,10/09/1972,NULL
4445,Annie Golden,07/04/1951,NULL
4446,Diana Golden,05/10/1968,NULL
4447,Jeffrey Goldenberg,07/11/1992,NULL
4448,Steve Goldenberg,11/07/1968,07/07/2018 0:00
4449,Debra Goldfield,03/08/1980,NULL
4450,Phillip B. Goldfine,27/04/1980,NULL
4451,Paul Goldman,22/04/1982,NULL
4452,Shai Goldman,12/02/1964,NULL
4453,Shannon Goldman,25/07/1988,NULL
4454,Kennedy Goldsby,07/11/1974,NULL
4455,Paul Goldsby,17/04/1999,NULL
4456,Nicolás Goldschmidt,12/06/1986,NULL
4457,Stéphanie Goldschmidt,14/09/1975,NULL
4458,Akiva Goldsman,22/06/1962,NULL
4459,Andrés Goldstein,04/11/1977,NULL
4460,Gary Goldstein,07/08/1983,NULL
4461,Limor Goldstein,17/07/1967,NULL
4462,Jacob Goldwasser,26/05/1950,NULL
4463,Adam Goldworm,19/08/1978,NULL
4464,Richard Starzak,08/10/1959,NULL
4465,Norman Golightly,08/12/1972,NULL
4466,Steve Golin,19/09/1955,12/06/2019 0:00
4467,Anja Kömmerling,03/10/1965,NULL
4468,Markus Goller,28/08/1969,NULL
4469,Andrei Golovin,22/06/1950,NULL
4470,Luís Gomes,02/03/1985,NULL
4471,Jess Gonchor,09/09/1962,NULL
4472,Gisela Gondolatsch,17/09/1976,NULL
4473,Robert Gonera,03/06/1969,NULL
4474,Steven Gonzales,19/02/1977,NULL
4475,Christian González,21/05/1958,28/02/2021 0:00
4476,Laetitia Gonzalez,12/07/1980,NULL
4477,Nicholas Gonzalez,19/08/1976,NULL
4478,Enrique González Macho,17/08/1947,NULL
4479,Chalo González,13/05/1925,15/08/2020 0:00
4480,Joan Antoni González,25/03/1979,NULL
4481,Susana González,15/09/1973,NULL
4482,Milton Gonçalves,13/02/1933,05/02/2022 0:00
4483,Matthew Goode,26/01/1978,NULL
4484,Michelle Goode,27/02/1985,NULL
4485,Mimmye Goode,05/01/1981,NULL
4486,Omar Gooding,05/07/1976,NULL
4487,Joel Goodman,23/06/1974,NULL
4488,Matthew Goodman,22/05/1974,NULL
4489,Irv Goodnoff,04/02/1948,26/05/2009 0:00
4490,Barbara Goodson,17/11/1949,NULL
4491,John Goodwill,15/10/1977,NULL
4492,Malcolm Goodwin,09/02/1975,NULL
4493,R.W. Goodwin,28/01/1944,NULL
4494,Bob Goody,12/03/1951,15/05/2023 0:00
4495,Claire Goose,09/08/1975,NULL
4496,Greg Goossen,02/04/1945,24/08/2011 0:00
4497,Russ Goozee,18/11/1977,NULL
4498,M.R. Gopakumar,08/06/1978,NULL
4499,Suresh Gopi,23/01/1958,NULL
4500,Dan Gordon,13/06/1975,NULL
4501,David G. Delser,12/11/1978,NULL
4502,Michael Hitchcock,03/04/1980,NULL
4503,Karen-Eileen Gordon,12/04/1975,NULL
4504,Ruben Gordon,26/05/1977,NULL
4505,Joseph Gordon-Levitt,27/07/1981,NULL
4506,Bertrand Gore,06/08/1982,NULL
4507,Jeff Gore,05/04/1980,NULL
4508,Shosha Goren,22/09/1943,NULL
4509,Adam Gorgoni,17/10/1963,NULL
4510,Hogan Gorman,28/11/1986,NULL
4511,Nadezhda Gorshkova,26/08/1975,NULL
4512,Edward Gorsuch,20/02/1973,NULL
4513,Valentin Goshev,08/06/1963,24/03/2022 0:00
4514,Luke Goss,19/08/1968,NULL
4515,Andrew Goth,03/07/1979,NULL
4516,Karel Gott,20/05/1939,05/06/2019 0:00
4517,Lee Gottsegen,05/11/1986,NULL
4518,Col Goudie,08/01/1961,NULL
4519,Paulo Goulart,16/05/1933,02/09/2014 0:00
4520,Dominic Gould,22/07/1964,NULL
4521,Harold Gould,03/12/1923,06/05/2010 0:00
4522,Jack Gould,26/12/1984,NULL
4523,Peter Gould,16/09/1973,NULL
4524,Saskia Gould,07/01/1970,NULL
4525,Benoît Gourley,16/12/1971,NULL
4526,Olivier Gourmet,14/10/1963,NULL
4527,Tatiana Gousseff,28/01/1970,NULL
4528,William Gove,21/12/1956,06/09/2016 0:00
4529,Fernando Govergun,11/06/1984,NULL
4530,Greg Grabianski,10/11/1978,NULL
4531,Andrzej Grabowski,14/08/1952,NULL
4532,Paul Grabowsky,27/03/1984,NULL
4533,Francey Grace,19/05/1978,NULL
4534,Paul Grace,01/11/1978,NULL
4535,Andoni Gracia,16/12/1971,NULL
4536,Jules Graciolett,08/10/1979,NULL
4537,Kevin Grady,22/08/1982,NULL
4538,Antony Graf,10/08/1978,NULL
4539,Brigitte Graham,04/08/1986,NULL
4540,Jeff Dylan Graham,01/07/1983,NULL
4541,Kat Graham,19/03/1989,NULL
4542,Lauren Graham,17/04/1967,NULL
4543,Marcus Graham,09/01/1963,NULL
4544,Robert Graham,04/05/1938,27/01/2008 0:00
4545,Stuart Graham,12/02/1967,NULL
4546,Holliday Grainger,11/05/1988,NULL
4547,Sam Grana,20/01/1985,NULL
4548,Daisy Granados,09/08/1942,NULL
4549,Bret Granato,07/11/1984,NULL
4550,Patrick Grandperret,17/01/1946,06/06/2019 0:00
4551,Ben Grant,01/05/1982,NULL
4552,Beth Grant,09/04/1980,NULL
4553,Gary Grant,27/01/1977,NULL
4554,Linda Grass,18/09/1976,NULL
4555,Helmut Grasser,11/10/1961,NULL
4556,Paul T. Grasshoff,23/12/1969,NULL
4557,Ninì Grassia,16/04/1944,03/06/2010 0:00
4558,Aldo Tamborelli,01/12/1972,NULL
4559,Theresa Grasso,18/08/1975,NULL
4560,Dirk Grau,05/01/1963,NULL
4561,Sanne Graulund,20/03/1965,NULL
4562,Michale Graves,06/08/1975,NULL
4563,Guillermo Gravino,17/08/1982,NULL
4564,Denis Gravouil,21/02/1977,NULL
4565,Hunter Gray,21/12/1977,NULL
4566,Janice Gray,18/08/1942,NULL
4567,Russell Gray,18/01/1985,NULL
4568,Sprague Grayden,07/02/1971,NULL
4569,Steven Grayhm,18/10/1981,NULL
4570,Christopher B. Green,28/09/1963,NULL
4571,Dan Green,11/01/1975,NULL
4572,David Gordon Green,12/01/1975,NULL
4573,Erick Yates Green,07/02/1977,NULL
4574,Peter N. Green,23/12/1970,NULL
4575,Rebecca Green,23/07/1978,NULL
4576,Richard Green,10/02/1953,NULL
4577,Rob Green,17/08/1979,NULL
4578,Terry Green,07/09/1983,NULL
4579,Tom Green,05/07/1971,NULL
4580,Jonathan Greenberg,13/04/1977,NULL
4581,James Marshall,28/10/1967,NULL
4582,Natasha Greenblatt,05/08/1985,NULL
4583,Clay Greenbush,05/02/1968,NULL
4584,Callum Greene,05/10/1971,NULL
4585,Brad Greenquist,28/03/1986,NULL
4586,Alan Greenspan,09/10/1973,NULL
4587,Bruce Greenwood,02/12/1956,NULL
4588,Judy Greer,27/10/1975,NULL
4589,Paula Gregg,13/12/1989,NULL
4590,Pascal Greggory,19/08/1954,NULL
4591,Mario Grigorov,21/01/1974,NULL
4592,Lucas Gregorowicz,15/03/1976,NULL
4593,Norman Gregory,09/01/1944,NULL
4594,Joan Gregson,06/04/1984,NULL
4595,Alan Greisman,19/10/1947,NULL
4596,Marc S. Grenier,24/12/1984,NULL
4597,David Grennan,15/07/1978,NULL
4598,Kevin Greutert,24/02/1978,NULL
4599,Kevin Grevioux,13/08/1962,NULL
4600,Michael Greyeyes,28/09/1967,NULL
4601,Jon Gries,10/02/1957,NULL
4602,Neil Grieve,13/04/1965,NULL
4603,Eddie Griffin,26/06/1968,NULL
4604,Katie Griffin,19/04/1973,NULL
4605,Russell Griffith,15/05/1982,NULL
4606,Mark Griffiths,25/07/1986,NULL
4607,Robyn Griggs,23/11/1973,13/03/2022 0:00
4608,Yuriy Grigorovich,25/03/1962,NULL
4609,Frank Grillo,26/12/1978,NULL
4610,Héctor Grillo,01/02/1976,NULL
4611,Gano Grills,22/03/1975,NULL
4612,Antonello Grimaldi,28/04/1955,NULL
4613,Wilhelm Grimm,08/09/1900,22/03/1968 0:00
4614,Maria Grip,27/01/1965,NULL
4615,Chris Grismer,24/10/1984,NULL
4616,Lati Grobman,20/11/1971,NULL
4617,Daniel Grodnik,02/04/1974,NULL
4618,Harry Groener,22/10/1951,NULL
4619,Raymond van het Groenewoud,28/05/1950,NULL
4620,Lorraine Darrow,14/07/1975,NULL
4621,Clarens Grollmann,15/01/1968,NULL
4622,Esther Gronenborn,14/02/1966,NULL
4623,Angela Groothuizen,17/09/1959,NULL
4624,Brian Gross,08/07/1985,NULL
4625,Matthew Gross,17/04/1980,NULL
4626,Steffen Groth,26/06/1974,NULL
4627,Francine Allaire,23/12/1989,NULL
4628,Marie Gruber,28/02/1955,13/07/2018 0:00
4629,Francis Grumman,23/10/1990,NULL
4630,Adrian Grunberg,18/09/1978,NULL
4631,Peter Grunwald,09/03/1976,NULL
4632,Nicolas Grupe,08/12/1978,NULL
4633,Eric Grush,22/06/1974,NULL
4634,Michael Gruskoff,01/02/1935,NULL
4635,Laurent Grévill,21/09/1961,NULL
