id,primaryName,birth_date,death_year
18250,Cyndi Trissel,26/12/1982,NULL
18251,Kate Arrington,24/12/1983,NULL
18252,Richard Carroll Jr.,25/10/1975,NULL
18253,Mickey Fisher,26/06/1973,NULL
18254,Tomislav Babic,03/09/1975,NULL
18255,Thomas Hinman,10/12/1981,NULL
18256,Katalin Juhász,20/09/1977,NULL
18257,Jeremy Boxen,04/09/1977,NULL
18258,Darren Brandl,24/08/1975,NULL
18259,Nicolas Atlan,05/03/1975,NULL
18260,Jacqueline Fox,08/12/1977,NULL
18261,John Hindman,01/06/1972,NULL
18262,Debra Meyers,28/12/1981,NULL
18263,Vikki Wagner,12/11/1980,NULL
18264,Alice Bragg,02/08/1991,NULL
18265,Dieter Schramm,23/12/1978,NULL
18266,Charlie McDermott,22/05/1990,NULL
18267,Matt Long,22/10/1980,NULL
18268,Brian J. Smith,07/09/1981,NULL
18269,Peter Robertson,21/11/1967,NULL
18270,Salvador Salinas,03/09/1981,NULL
18271,Jack Brady,25/03/1978,NULL
18272,Jon Foster,06/03/1975,NULL
18273,Kim Jackson,23/08/1976,NULL
18274,Keith Cooper,15/01/1969,NULL
18275,Ray Arroyo,21/02/1979,NULL
18276,Nick Fondulis,14/01/1981,NULL
18277,Rupert Friend,25/10/1981,NULL
18278,Eben Kostbar,17/04/1978,NULL
18279,Dmitriy Martynov,24/08/1991,NULL
18280,Travis Van Winkle,11/03/1982,NULL
18281,Adam Weis,24/03/1978,NULL
18282,Isabel Figueira,12/07/1980,NULL
18283,Vanessa Giácomo,20/06/1983,NULL
18284,Marysia Kay,23/12/1975,NULL
18285,Chloe Mackey,05/11/1985,NULL
18286,Ada Vergara De Solano,17/12/1977,NULL
18287,Catherine Wreford,19/12/1980,NULL
18288,Kristopher Dolphin,05/12/1983,NULL
18289,Sven J. Matten,19/01/1974,NULL
18290,Mamat Khalid,25/05/1963,03/11/2021 0:00
18291,Mariusz Malec,26/07/1968,NULL
18292,Leon Edery,25/07/1981,NULL
18293,Robin de Levita,12/12/1980,NULL
18294,Pandora da Cunha Telles,28/06/1972,NULL
18295,Gijs van de Westelaken,25/01/1952,NULL
18296,Angelo Oddi,02/01/1982,NULL
18297,Peder Morgenthaler,07/02/1984,NULL
18298,Anna Vogel,04/11/1985,NULL
18299,Nazgol Goshtasbpour,24/08/1983,NULL
18300,Joseph Sorrentino,02/07/1976,NULL
18301,Nicole-Sylvie Lagarde,03/08/1979,NULL
18302,Uzma Hasan,25/08/1978,NULL
18303,Collin Brink,17/10/1990,NULL
18304,Nat Dinga,16/05/1986,NULL
18305,Mike Begovich,22/04/1974,NULL
18306,Tom Belding,12/08/1983,NULL
18307,Jonathan Clarke,04/03/1978,NULL
18308,Michael Leonard James,28/11/1981,NULL
18309,Xavier Jimenez-March,02/04/1977,NULL
18310,Léo Legrand,01/08/1995,NULL
18311,Gary Wilmes,17/05/1981,NULL
18312,Sarah Louise Lilley,11/03/1976,NULL
18313,Maura Mackey,09/08/1979,NULL
18314,Laura Mortensen,15/08/1986,NULL
18315,Rachael Roberts,17/12/1979,NULL
18316,Analu Tavares,15/07/1975,NULL
18317,Toni Judkins,25/09/1976,NULL
18318,Andy Samberg,23/04/1978,NULL
18319,Akiva Schaffer,01/10/1977,NULL
18320,Martin Muser,05/05/1995,NULL
18321,Christian Moder,07/11/1987,NULL
18322,Deane Ogden,22/12/1974,NULL
18323,Jason Peri,06/09/1980,NULL
18324,Jonathan Franzen,08/12/1959,NULL
18325,Maimie McCoy,07/04/1979,NULL
18326,Mike Justice,27/01/1976,NULL
18327,Heather Mann,01/08/1989,NULL
18328,Nicole Gray,18/02/1968,NULL
18329,Paul McCurdy,16/09/1988,NULL
18330,Auggie Cavanagh,27/03/1981,NULL
18331,Marin Ireland,04/01/1977,NULL
18332,Karima McAdams,27/06/1985,NULL
18333,Nadine Bernecker,03/07/1986,NULL
18334,Thomas T Williams,23/11/1975,NULL
18335,Brad Schmidt,22/10/1979,NULL
18336,Sarah Roberts,26/03/1975,NULL
18337,David Paul,19/07/1977,NULL
18338,Robert Gary,14/11/1972,NULL
18339,Ashraf Barhom,08/07/1979,NULL
18340,Theodore Bouloukos,10/03/1962,NULL
18341,Jamie Brockhohn,24/07/1981,NULL
18342,Matt Dallas,13/07/1982,NULL
18343,S. Delgerjargat,02/03/1977,NULL
18344,Klaas Heufer-Umlauf,26/08/1983,NULL
18345,Bobby Pataki,21/04/1980,NULL
18346,Ivan Urgant,27/02/1978,NULL
18347,Nicolas Vaporidis,11/06/1981,NULL
18348,Nils Verkooijen,06/03/1997,NULL
18349,Michal Zurawski,04/01/1979,NULL
18350,Anja Antonowicz,14/12/1981,NULL
18351,Byambatsogt Dashnyam,26/06/1981,NULL
18352,Rosemarie DeWitt,19/06/1971,NULL
18353,Hutchi Hancock,15/01/1980,NULL
18354,S. Sarantuya,28/10/1975,NULL
18355,Najarra Townsend,08/10/1989,NULL
18356,D. Tumurtogtokh,06/05/1975,NULL
18357,Gina Valona,04/07/1975,NULL
18358,Osor Bat-Ulzii,23/02/1981,NULL
18359,Mikhail Khleborodov,06/02/1967,21/09/2023 0:00
18360,Cecil Cannon,04/03/1989,NULL
18361,Sam Borowski,10/05/1978,NULL
18362,Brandy W. Johnston,19/07/1983,NULL
18363,Scott G. Stone,01/06/1967,NULL
18364,Pierre Taisne,09/06/1967,NULL
18365,Luuk van Bemmelen,06/11/1979,NULL
18366,Amir Arison,11/11/1978,NULL
18367,Tomasz Kot,25/01/1977,NULL
18368,Christopher C. Odom,01/05/1970,NULL
18369,Neil Sean,13/02/1983,NULL
18370,Matteo Simoni,25/12/1987,NULL
18371,Jeffrey Todd,02/03/1979,NULL
18372,Aaron Yoo,09/07/1979,NULL
18373,Shanna Brock,04/05/1979,NULL
18374,Nina Bergman,13/04/1977,NULL
18375,Nicole Criss,08/12/2000,NULL
18376,Michael Aimette,03/05/1981,NULL
18377,Thomas Dawson Jr.,23/08/1975,NULL
18378,John G. Hofmann,02/12/1975,NULL
18379,Beau Garrett,08/07/1982,NULL
18380,Andy Sands,09/12/1982,NULL
18381,Jeremiah Campbell,17/05/1977,NULL
18382,Jeremy Peter Johnson,04/10/1977,NULL
18383,Peter Davison,11/06/1981,NULL
18384,Paulo André,03/02/1980,NULL
18385,Steve Crest,21/05/1967,NULL
18386,Yuriy Yakovlev,19/12/1985,NULL
18387,Adrian Lee,15/06/1985,NULL
18388,JoJo,14/09/1990,NULL
18389,Mike Jackson,18/09/1972,NULL
18390,Elizabeth Blake,05/06/1992,NULL
18391,Anthony Miele,12/09/1979,NULL
18392,Zach Cohen,24/01/1977,NULL
18393,Matthew Baunsgard,18/03/1983,NULL
18394,Hakan Boyav,13/05/1964,NULL
18395,Kaeng Chan,04/01/1972,NULL
18396,Pablo Chiapella,18/06/1976,NULL
18397,Mitchell Conwell,10/11/1989,NULL
18398,François-Xavier Demaison,07/11/1973,NULL
18399,Vincenzo Ferrera,11/12/1976,NULL
18400,Charles Gassoway,01/04/1980,NULL
18401,Rahhat Shah Kazmi,23/05/1980,NULL
18402,Kristoffer King,25/04/1982,23/09/2019 0:00
18403,Arent-Jan Linde,08/07/1978,NULL
18404,Nazeeh Majeed,04/03/1988,NULL
18405,Fouad Mourigh,21/11/1984,NULL
18406,Arnd Schimkat,05/08/1969,NULL
18407,Quinn Spilsbury,23/07/1981,NULL
18408,Neal Utterback,02/05/1980,NULL
18409,Andrea Logan,21/09/1983,NULL
18410,Hikaru Yoshida,16/02/1979,NULL
18411,Shelly DeChristofaro,02/11/1978,NULL
18412,Mali Elfman,17/03/1983,NULL
18413,Alison Haislip,23/03/1982,NULL
18414,Anna Jullienne,03/09/1983,NULL
18415,Emily Montague,28/05/1984,NULL
18416,Tommie-Amber Pirie,10/07/1973,NULL
18417,Brandon Nicholas,18/12/1967,NULL
18418,Talina Tinoco,23/11/1978,NULL
18419,Jacques Driencourt,07/10/1982,NULL
18420,Alan Grossbard,11/12/1979,NULL
18421,Iskender Paydas,15/06/1967,NULL
18422,Nestor Braslavsky,15/02/1981,NULL
18423,Joseph J. Greenberg,13/09/1984,NULL
18424,Bobby Tahouri,20/07/1981,NULL
18425,Leo Domigan,10/11/1987,NULL
18426,Jerad Anderson,12/02/1977,NULL
18427,Carlos Areces,23/09/1976,NULL
18428,Sanjay M Bhatia,02/12/1980,NULL
18429,Jeremy Gardner,22/02/1980,NULL
18430,Scott Hoskins,03/05/1979,NULL
18431,Aleksey Ilin,20/04/1980,NULL
18432,Gregory Jones,06/01/1985,NULL
18433,Leo Leiser,16/02/1980,NULL
18434,Steve Nguyen,06/07/1985,NULL
18435,Christopher Shand,10/07/1983,NULL
18436,Vicente Villanueva,14/05/1970,NULL
18437,Daniel Zillmann,08/03/1981,NULL
18438,Sonia Alfonso,20/02/1979,NULL
18439,Johanna Rieger,09/07/1979,NULL
18440,Eleni Roussinou,03/02/1971,NULL
18441,Carly Turnbull,25/04/1976,NULL
18442,Sadie Wilson,13/03/1986,NULL
18443,Andy Gates,11/04/1979,NULL
18444,Mary Morasky,08/10/1929,21/01/2016 0:00
18445,Anna Vareschi,17/05/1980,NULL
18446,Adam Green,16/05/1975,NULL
18447,David Fazzio,01/10/1985,NULL
18448,Rebecca Hu,22/01/1981,NULL
18449,Kate Freund,15/12/1983,NULL
18450,Scott Erickson,18/03/1984,NULL
18451,Michael Braaten,13/10/1984,NULL
18452,Chris W. Freeman,23/04/1975,NULL
18453,Jamie Moreno,23/12/1979,NULL
18454,Amelia Walker,25/03/1981,NULL
18455,Aileen Li,17/04/1986,NULL
18456,Ilker Ayrik,19/07/1979,NULL
18457,Johan Libéreau,04/05/1984,NULL
18458,Rob Marchitti,26/02/1970,NULL
18459,Gaetano Jones,10/08/1972,NULL
18460,Turgay Tanülkü,06/02/1953,NULL
18461,Serhat Tutumluer,15/02/1972,NULL
18462,Gürkan Uygun,13/05/1974,NULL
18463,Radu Vlad,26/10/1974,NULL
18464,Metin Zakoglu,18/04/1971,NULL
18465,Polina Agureeva,23/06/1976,NULL
18466,Olimpia Ajakaye,19/07/1974,NULL
18467,Suzan Aksoy,13/01/1956,NULL
18468,Vildan Atasever,21/01/1981,NULL
18469,Mehtap Bayri,07/07/1977,NULL
18470,Amy Grimm,11/03/1981,NULL
18471,Fiona Horrigan,25/10/1977,NULL
18472,Magdalena Kielar,04/04/1981,NULL
18473,Shannon Plumb,02/04/1970,NULL
18474,Hülya Sen,02/05/1968,NULL
18475,Merve Sevi,26/07/1987,NULL
18476,Ekin Türkmen,26/11/1984,NULL
18477,Mustafa Ugur Yagcioglu,23/08/1974,NULL
18478,Sükrü Avsar,09/03/1958,NULL
18479,Caryn Shuken,16/01/1979,NULL
18480,Thomas Verhaeghe,13/12/1975,NULL
18481,Becky Balsano,25/10/1987,NULL
18482,Christopher Cano,22/02/1970,NULL
18483,Bora Ebeoglu,02/01/1962,NULL
18484,Kemal Sahir Gürel,03/04/1966,NULL
18485,Zeid Hamdan,01/02/1973,NULL
18486,Frederik Wiedmann,14/03/1981,NULL
18487,Vuyani Sondlo,09/02/1982,NULL
18488,João Daniel Tikhomiroff,01/11/1982,NULL
18489,Jay Mawhinney,25/12/1973,NULL
18490,Bülent Polat,22/08/1979,NULL
18491,Murray Walker,10/07/1923,02/05/2021 0:00
18492,Nadine Labaki,23/06/1974,NULL
18493,Thomas L. Phillips,22/02/1974,NULL
18494,Will Barratt,24/07/1981,NULL
18495,Gabriel Fleming,13/06/1977,NULL
18496,Richard Starkey,27/02/1977,NULL
18497,James Fisher,13/06/1972,NULL
18498,Brian A. McLaughlin,19/04/1982,NULL
18499,Fernanda Machado,23/01/1980,NULL
18500,Brian Jackson,24/07/1984,NULL
18501,Frank Perozo,06/10/1982,NULL
18502,Arnulfo Reyes Sanchez,11/07/1971,NULL
18503,Luchino Fujisaki,07/06/1981,NULL
18504,Simona Fusco,04/09/1983,NULL
18505,Linda Gennari,27/03/1976,NULL
18506,Asli Tandogan,23/11/1979,NULL
18507,Maksim Esaulov,24/03/1977,NULL
18508,Telmo Churro,02/01/1981,NULL
18509,Sung-tai Kim,07/08/1978,NULL
18510,Lisa Stanislawski,26/05/1979,NULL
18511,Gökhan Atilmis,05/09/1969,NULL
18512,Iain Cash,04/06/1979,NULL
18513,Leonora Pitts,18/12/1977,NULL
18514,Ashlee Gillespie,27/04/1985,NULL
18515,Karl Campbell,08/12/1979,NULL
18516,Mustafa Uslu,18/10/1974,NULL
18517,Rosanne Mulholland,24/07/1980,NULL
18518,Vanessa Long,03/06/1984,NULL
18519,Alexandra Sydow,28/04/1976,NULL
18520,Travis Stevens,17/08/1977,NULL
18521,Ben Lovett,12/02/1984,NULL
18522,Justin Bursch,02/04/1974,NULL
18523,Joey Berlin,09/08/1984,NULL
18524,Jonah Hill,21/12/1983,NULL
18525,Paul Lawrence,07/08/1973,NULL
18526,Albert Lee,11/11/1971,NULL
18527,Isabelle Girard,18/06/1975,NULL
18528,Hayati Akbas,17/08/1977,NULL
18529,Mothusi Magano,06/04/1979,NULL
18530,Jean-François Perrone,06/06/1980,NULL
18531,Michel de Gavre,17/08/1975,NULL
18532,Katharine Brandt,08/09/1980,NULL
18533,Suzete Belouin,11/06/1982,NULL
18534,Lucie Guest,02/09/1978,NULL
18535,Jakub Skoczen,07/07/1964,NULL
18536,Belén Wedeltoft,04/07/1978,NULL
18537,Eric Bazilian,04/08/1980,NULL
18538,Max Knoth,09/07/1973,NULL
18539,Sanda Popovac,25/07/1982,NULL
18540,Zeeshan Karimi,28/05/1977,NULL
18541,Emilie Grandperret,18/01/1978,NULL
18542,Emir Isilay,19/06/1972,NULL
18543,Floyd Kane,16/05/1982,NULL
18544,Guillaume Renouil,17/10/1976,NULL
18545,Daniel Sharnoff,15/12/1984,NULL
18546,Skyler Gisondo,11/08/1996,NULL
18547,Emilie de Preissac,23/12/1988,NULL
18548,Michael Boas,11/12/1986,NULL
18549,Jim Donald Ellis,08/08/1981,NULL
18550,Carlos Julio Molina,22/12/1980,NULL
18551,Matthew S. Harrison,23/01/1979,NULL
18552,Hiromi Konno,10/06/1975,NULL
18553,Angie Meyer,05/07/1977,NULL
18554,Evin Grant,20/05/1979,NULL
18555,Charleigh Stelly,15/05/1985,NULL
18556,Lisa Lamendola,17/02/1964,03/11/2017 0:00
18557,Patrick T. Rousseau,03/05/1984,NULL
18558,Mario Gianani,13/11/1963,NULL
18559,Jason Harvey,16/12/1985,NULL
18560,Filip Capka,08/05/1974,NULL
18561,Lotfi Chakri,20/01/1977,NULL
18562,Jared Cohn,28/08/1981,NULL
18563,Tom Dubyna,16/07/1980,NULL
18564,Frédéric Frenay,02/06/1971,NULL
18565,Kianoosh Gerami,13/02/1977,NULL
18566,Kelly Goyer,14/10/1980,NULL
18567,AnnaLynne McCord,22/02/1987,NULL
18568,Soledad Ardaya,08/05/1975,NULL
18569,Monica Barladeanu,26/12/1978,NULL
18570,Lara Healey,28/12/1994,NULL
18571,Boaz Dror,09/08/1982,NULL
18572,Zoe Carrera,16/10/1972,NULL
18573,Zack Abramowitz,14/01/1983,NULL
18574,Karim Ben Haddou,23/10/1983,NULL
18575,Patrick Béthune,07/10/1956,05/05/2017 0:00
18576,Moa Khouas,14/02/1976,NULL
18577,Khalid Laith,12/12/1986,NULL
18578,Jackson Rathbone,23/06/1984,NULL
18579,Vincent J. Roth,28/01/1980,NULL
18580,Dandy Sakano,03/10/1967,NULL
18581,Pollyanna McIntosh,19/05/1979,NULL
18582,Nadine Samonte,09/06/1988,NULL
18583,Laura Sandiford,25/07/1983,NULL
18584,Aude Py,13/05/1985,NULL
18585,Greg Nicolett,10/08/1983,NULL
18586,Luca Raele,05/06/1983,NULL
18587,Maurício Tagliari,28/03/1983,NULL
18588,Linda Pinet,27/03/1972,NULL
18589,Dorian Tabone,12/04/1979,NULL
18590,Jamie Minoprio,15/10/1978,NULL
18591,Skye Marcía Peters,22/08/1989,NULL
18592,Marc Windon,11/02/1968,NULL
18593,Larisa Polonsky,09/01/1982,NULL
18594,Robert Keiper,22/07/1935,NULL
18595,Kwon Hae-sung,04/04/1987,NULL
18596,Danny Socorro Martinez,17/04/1989,NULL
18597,Amber Heard,15/06/1986,NULL
18598,Angel Parker,26/02/1981,NULL
18599,Michael Reola,28/02/1992,NULL
18600,Sarah Cox,11/01/1973,NULL
18601,Serena Warner,05/06/1979,NULL
18602,Chad Law,18/06/1987,NULL
18603,Chimo,06/02/1983,NULL
18604,Matthew Pleszewicz,19/03/1981,NULL
18605,Renaud Barbier,03/04/1969,NULL
18606,Chris Todd,25/04/1978,NULL
18607,Steven Dean Davis,14/01/1978,NULL
18608,Jason Allen,01/10/1986,NULL
18609,Raúl Fernández de Pablo,19/01/1975,NULL
18610,Tony Jackson,06/11/1979,NULL
18611,Kim Barker,07/05/1972,NULL
18612,Tom Kane,07/03/1980,NULL
18613,Giovanni Allocca,19/11/1980,NULL
18614,Gene Barsamian,03/12/1975,NULL
18615,Ray Chacko,17/05/1982,NULL
18616,Christopher Lunardon,14/07/1981,NULL
18617,Anis Mojgani,20/09/1976,NULL
18618,Sunil Sadarangani,11/08/1973,NULL
18619,Will Schmeckpeper,13/04/1970,NULL
18620,Nicolo Settegrana,08/09/1979,NULL
18621,Nathan Snyder,16/04/1981,NULL
18622,Torrey DeVitto,12/05/1984,NULL
18623,Susan Highsmith,12/10/1983,NULL
18624,Lui Manansala,19/05/1974,NULL
18625,Nicholas Pavkovic,19/01/1972,NULL
18626,Luke Rothschild and String Theory,19/12/1984,NULL
18627,Greg Emetaz,15/08/1973,NULL
18628,Jonathan Katzeff,19/04/1981,NULL
18629,Steafan Hannigan,17/01/1966,NULL
18630,Duane Daniels,05/07/1981,NULL
18631,Bob Andrews-Bryant,13/09/1976,NULL
18632,Lee Kim,22/10/1972,NULL
18633,Randy Molnar,16/12/1974,NULL
18634,Jenicia Garcia,08/09/1982,NULL
18635,Daisy Head,28/05/1991,NULL
18636,Julia Kassar,12/03/1983,NULL
18637,Brian Byrne,15/02/1982,NULL
18638,Mario DeAngelis,26/06/1975,NULL
18639,Nacho Mañó,06/10/1976,NULL
18640,Tim McGregor,01/08/1979,NULL
18641,Jason S. Dennis,17/08/1983,NULL
18642,Michael J. Mancini,21/12/1980,NULL
18643,Tommy Cole,16/02/1985,NULL
18644,Douglas Gordon,06/06/1989,NULL
18645,Jonathan Harvey,20/02/1981,NULL
18646,Timothy Armstrong,25/03/1982,NULL
18647,Ben York Jones,28/09/1984,NULL
18648,Chris Clarke,07/03/1984,NULL
18649,Seiko Iwaidô,28/06/1984,NULL
18650,Jennifer Brown,01/11/1969,NULL
18651,Durul Bazan,19/01/1972,NULL
18652,Paul Bomba,15/11/1975,NULL
18653,Hüseyin Avni Danyal,16/10/1962,NULL
18654,Domhnall Gleeson,07/04/1983,NULL
18655,Lucas Grabeel,11/11/1984,NULL
18656,Tim Heidecker,28/07/1976,NULL
18657,Gözde Kansu,17/01/1980,NULL
18658,Eric Wareheim,16/07/1976,NULL
18659,Tuffy Williams,11/10/1979,NULL
18660,Ali Çatalbas,19/09/1963,NULL
18661,Ufuk Özkan,12/10/1975,NULL
18662,Anne-Sophie Dutoit,13/03/1990,NULL
18663,Greisy Mena,11/04/1992,NULL
18664,Mina Noroozi,16/03/1975,NULL
18665,Padmapriya,02/12/1980,NULL
18666,Aleksandra Poplawska,11/03/1976,NULL
18667,Doga Rutkay,17/03/1978,NULL
18668,Mine Tugay,11/08/1978,NULL
18669,Deniz Ugur,05/12/1973,NULL
18670,Tatyana Ilina,18/11/1960,NULL
18671,Sergio Navarretta,08/07/1988,NULL
18672,Yûichi Onuma,27/01/1980,NULL
18673,Andrus Tuisk,16/08/1964,NULL
18674,Adam Zayed,22/05/1986,NULL
18675,Marcus Dunstan,19/08/1985,NULL
18676,Alessandra Piccione,27/12/1987,NULL
18677,Cornelius Booker III,16/12/1977,NULL
18678,Cecil Chambers,19/07/1973,NULL
18679,Adem Kiliç,28/12/1976,NULL
18680,Tomohiro Kobayashi,06/06/1979,NULL
18681,Jason Sirotin,06/12/1977,NULL
18682,Christian Escario,24/05/1975,NULL
18683,Brian Vilim,01/06/1976,NULL
18684,Rahman Altin,02/11/1971,NULL
18685,Kiril Ilievski,16/08/1969,NULL
18686,Hugo de Chaire,15/03/1979,NULL
18687,Tangier A. Clarke,22/02/1986,NULL
18688,Noémi de Fouchier,25/11/1984,NULL
18689,Alicia Haverland,20/04/1982,NULL
18690,Kôsuke Hishinuma,10/02/1976,NULL
18691,Cullen Hoback,08/03/1976,NULL
18692,Darren Dowler,06/02/1977,NULL
18693,Edwina Findley,07/08/1978,NULL
18694,Pierre Deladonchamps,21/10/1978,NULL
18695,Brendan Bradley,26/10/1977,NULL
18696,Alejandro Estrada,21/07/1973,NULL
18697,Mark Mahon,05/10/1973,NULL
18698,Murat Yildirim,06/04/1979,NULL
18699,Christina Eunji Kim,05/05/1980,NULL
18700,Keith Tippit,11/09/1975,NULL
18701,Sasha Gordon,27/08/1977,NULL
18702,Steve Hampar,27/09/1981,NULL
18703,Andrew Kaiser,22/09/1983,NULL
18704,Patrick Melton,17/09/1975,NULL
18705,J. Todd Smith,16/08/1971,NULL
18706,Preetam Naik,25/08/1983,NULL
18707,Lauren Banuvar,05/12/1979,NULL
18708,John D'Arco,22/07/1980,NULL
18709,Taige Jensen,24/02/1970,NULL
18710,Evgeniy Sokurov,02/12/1951,NULL
18711,Adam Chambers,18/02/1983,NULL
18712,Marc Gottlieb,24/03/1979,NULL
18713,Javier Cifrián,23/06/1973,NULL
18714,Gérard Condejean,04/06/1975,NULL
18715,Eneas Lour,06/01/1976,NULL
18716,Yuliya Shubareva,04/02/1978,NULL
18717,Claudia Boderke,21/07/1989,NULL
18718,Stephanie Allensworth,15/10/1958,NULL
18719,Maya Anand,28/10/1985,NULL
18720,Carlos Colón Jr.,13/07/1979,NULL
18721,Ike Khan,19/09/1966,NULL
18722,Márta Keller,01/02/1983,NULL
18723,Michael Lavelle,10/04/1968,NULL
18724,Bryan Mason,12/06/1980,NULL
18725,Arturo Yepez,16/08/1977,NULL
18726,Cormac Fox,12/07/1976,NULL
18727,Toby Hemingway,05/12/1983,NULL
18728,Gerold Wunstel,04/08/1971,NULL
18729,Enzo Zelocchi,08/03/1988,NULL
18730,Tamara Louw,19/06/1979,NULL
18731,Karme Málaga,28/02/1982,NULL
18732,Shauna Stoddart,18/06/1978,NULL
18733,Laís Bodanzky,18/08/1969,NULL
18734,Israel Cárdenas,19/05/1980,NULL
18735,Vasco Viana,18/12/1986,NULL
18736,Ran Bagno,02/08/1982,NULL
18737,Anna Novion,18/08/1973,NULL
18738,Lance Kaplan,05/02/1983,NULL
18739,Donna Mathewson,20/09/1986,NULL
18740,Louis Talpe,01/03/1981,NULL
18741,Alison McSkimming,25/04/1971,NULL
18742,Nicole Muñoz,01/12/1994,NULL
18743,Elle Schneider,08/11/1985,NULL
18744,Sid Lucero,28/06/1977,NULL
18745,Ian Macmillan,08/06/1984,NULL
18746,Tizoc Arroyo,12/12/1987,NULL
18747,Douglas Cathro,18/03/1981,NULL
18748,Dustin Fasching,14/10/1984,NULL
18749,David B. Grelck,11/08/1979,NULL
18750,Dimitris Xystras,27/03/1954,21/04/2023 0:00
18751,Nick Mikula,03/06/1972,NULL
18752,Fanis Mouratidis,24/12/1979,NULL
18753,Michael P. Noens,21/09/1984,NULL
18754,Art Spigel,25/09/1972,NULL
18755,Leigh Arnold,01/10/1989,NULL
18756,Züleyha Karyagdi,17/06/1978,NULL
18757,Salome Mulugeta,11/06/1990,NULL
18758,Iñaki Arteta,06/12/1959,NULL
18759,Leena Pendharkar,24/07/1973,NULL
18760,Nic Cornwall,09/02/1985,NULL
18761,Alfonso Galletero,28/02/1988,NULL
18762,Emmanuelle Jacob,06/04/1977,NULL
18763,Pamela Peacock,27/12/1972,NULL
18764,Harris Hue Abdullah,09/03/1976,NULL
18765,Jiradeht Samnansanor,20/04/1973,NULL
18766,Ian Tamblyn,27/07/1981,NULL
18767,Ondrej Azor,08/12/1978,NULL
18768,Marden Dean,01/10/1981,NULL
18769,Addison Switzer,12/02/1984,NULL
18770,Miguel Alcantara,27/03/1986,NULL
18771,Andre Meadows,25/12/1978,NULL
18772,Andrea Morton,26/11/1979,NULL
18773,Alfonso Rodríguez,05/12/1957,NULL
18774,Bobby Roe,13/06/1972,NULL
18775,Judith Hawking,07/04/1979,NULL
18776,Paula Patton,09/12/1975,NULL
18777,McKenzi Scott,12/12/1974,NULL
18778,Katherine Taub,12/11/1978,NULL
18779,Rik Zang,20/06/1966,NULL
18780,Jesse Clark,01/09/1975,NULL
18781,Greg Hale Jones,10/11/1955,14/01/2004 0:00
18782,Massimo Numa,26/02/1985,NULL
18783,Heath Shelton,24/03/1990,NULL
18784,Riz Story,19/09/1985,NULL
18785,Tricia Lee,09/10/1971,NULL
18786,Nathan Lay,10/01/1976,NULL
18787,Michael Hsu Rosen,07/07/1992,NULL
18788,Kathryn Taylor Smith,27/06/1976,NULL
18789,Karen J. Lloyd,20/03/1979,NULL
18790,Paul Hilton,14/09/1970,NULL
18791,Vic Aviles,01/06/1970,NULL
18792,Bo Bell,21/12/1979,NULL
18793,Facundo Borlando,06/04/1983,NULL
18794,Wyatt Bowen,05/09/1985,NULL
18795,Luis José Germán,19/07/1981,NULL
18796,Hristo Mitzkov,06/04/1980,NULL
18797,Alexandru Pop,02/04/1981,NULL
18798,Nicholas P. Richards,18/06/1967,NULL
18799,Daniil Spivakovskiy,16/05/1969,NULL
18800,Kerris Dorsey,19/06/1998,NULL
18801,Judy Bari,09/07/1984,NULL
18802,Henry Bedwell,08/04/1973,NULL
18803,Michael R. Steinbeck,09/02/1979,NULL
18804,Matt Comegys,11/08/1980,NULL
18805,Aurelius Eisenreich,22/05/1979,NULL
18806,Vincent Paronnaud,03/06/1970,NULL
18807,Anita Howald,08/10/1969,NULL
18808,Gregory Bindschedler,27/02/1981,NULL
18809,Lux,11/09/1978,NULL
18810,Pamela Bloodworth,02/11/1979,NULL
18811,Tony Kearns,18/12/1983,NULL
18812,Christopher Cornelsen,12/08/1985,NULL
18813,Margaret Lily Andres,14/03/1990,NULL
18814,Betsy Beutler,08/10/1988,NULL
18815,Jas Anderson,06/07/1988,NULL
18816,Doug Bari,18/01/1983,NULL
18817,Kevin Doherty,18/10/1986,NULL
18818,Jeff Gladstone,11/04/1982,NULL
18819,David Kachoui,23/03/1985,NULL
18820,Adrienne Allen,10/03/1981,NULL
18821,Monica Puller,02/04/1986,NULL
18822,C. Marie Connolly,25/07/1976,NULL
18823,Chuck Gutierrez,11/12/1981,NULL
18824,Jonathan Snipes,11/02/1986,NULL
18825,Andrew N. Shearer,26/05/1983,NULL
18826,Esteban Martin,26/08/1984,NULL
18827,Christopher Seeto,28/06/1986,NULL
18828,Anna Cieslak,08/12/1980,NULL
18829,Gina Rodriguez,09/07/1984,NULL
18830,Matthew Ryan Anderson,20/04/1982,NULL
18831,Rich Ho,02/06/1976,NULL
18832,Mishel Prela,10/08/1982,NULL
18833,Volkan Severcan,16/09/1966,NULL
18834,Lydia Mackay,20/03/1977,NULL
18835,Fletcher Rhoden,03/08/1985,NULL
18836,Murat Saraçoglu,25/12/1983,NULL
18837,Oguz Yalçin,11/10/1956,NULL
18838,Dusan Bulic,24/05/1981,NULL
18839,Michael Dubelko,01/10/1977,NULL
18840,IaDyne Geffen Weinstein,24/02/1988,NULL
18841,Nilgun Sagyasar,11/01/1978,NULL
18842,Damien Roques,28/12/1979,NULL
18843,Vonzell Scott,01/06/1983,NULL
18844,Jakub Kamienski,02/11/1979,NULL
18845,Toby J. Brown,26/09/1972,NULL
18846,Deb Craig,18/08/1975,NULL
18847,Darin McLeod,18/08/1979,NULL
